title,description,rating,travel_date,review_date
Tim was great and very supportive,Tim was great and very supportive. Tim helped me understand my pension options too.Thanks Tim,5,Date of experience: 28 December 2021,28 Dec 2021
Lovely phone guy,"Spoke with Tim S on the phone so sort a query around me switching back to JSA.He was lovely, very professional and efficient in sorting this issue and potential other queries related to it (i.e. Pay). Appreciated the honesty when he admitted he wasn't 100% sure about something but clarified the info for me quickly with his senior, so whole query was sorted in 1 phone call. Also the ease with which I could switch back was amazing considering the near Xmas period and closeness to pay day.Glad to be back with JSA.",5,Date of experience: 23 December 2021,23 Dec 2021
Excellent customer service every time I…,"Excellent customer service every time I have a query. Just off the phone with Danny who helped explain a payslip question really clearly and quickly. Their callback function is also great (why don’t other companies use this?!), saves you having to sit on hold for hours! Highly recommend as an umbrella company for any self employed/freelancers!",5,Date of experience: 23 December 2021,23 Dec 2021
They shouldn't be trading,Like others in the reviews section I've been with a previous firm who jsa acquired. They were great but jsa have left me with letters and fines from HMRC for missed deadlines. I've been waiting for company final accounts to be done for over a year now with new dates and promises every time I call or email. The advice one company expenses is not clear. I have documents showing I can claim certain expenses and even emails saying what percentage is deemed acceptable and then years later they change their mind retroactively and want me to repay the company those amounts which are thousands of pounds. I've asked them to tell me what they now deem acceptable expenses but they just won't tell me. It's shocking. I've decided to report them as a company as I don't believe anyone should pay for a service like this. Initially to fsca but I'd be happy to try taking them to court if that route fails to get any traction. Avoid avoid avoid,1,Date of experience: 22 December 2021,22 Dec 2021
George was very professional,"George was very professional, explained things easily and was human in us approach. Cheers George",5,Date of experience: 20 December 2021,20 Dec 2021
Lisa was great.,Date of experience: 20 December 2021,5,Date of experience: 20 December 2021,20 Dec 2021
"Tim, is very competent, professional with good understanding of customer","Tim, was so helpful and am more than happy to the He resolved my queries for me",5,Date of experience: 17 December 2021,17 Dec 2021
Overall good experience,Questions answered and in good time,5,Date of experience: 16 December 2021,16 Dec 2021
Excellent Customer Service,"A professional organisation to deal with. Excellent customer service with quick response. To mention, today I had interaction with Tim Smith and he was fabulous - listened to my concern patiently and reverted with quick resolution. Keep up the good work !!",5,Date of experience: 16 December 2021,Updated 16 Dec 2021
Yousef excellent service,"Yousef was extremely helpful and gave me a courtesy call the next day about my pay, excellent service",5,Date of experience: 16 December 2021,16 Dec 2021
It was quite a nice experience today to…,It was quite a nice experience today to talk to JSA. The representative was kind and so friendly. Sorted out my problem with in a couple of minutes. Thank you so much for employing me with you and giving me a link for a new job.,5,Date of experience: 15 December 2021,15 Dec 2021
High standard of service,"Yousef provided fantastic customer service, quick and knowledgable on a complex issue.  I received the high standard of service that I have come to expect from JSA! Brilliant!",5,Date of experience: 15 December 2021,15 Dec 2021
No complaints with services from JSA…,"No complaints with services from JSA team, thanks for all your support and keep up the good work 👍",5,Date of experience: 15 December 2021,15 Dec 2021
Friendly and helpful,Daniel S was friendly and very helpful when giving me an estimation of future payment. I have spoken to him a few times now and he’s customer service has always been consistent. I always feel happy with the outcome.,5,Date of experience: 14 December 2021,Updated 14 Dec 2021
Daniel was excellent..,"Daniel was excellent... very, very professional!I like that Daniel listened to my concern, addressed it face on, got back to me within rapid time and resolved it satisfactory. I really couldn't be any more impressed!Thanks",5,Date of experience: 14 December 2021,14 Dec 2021
Quick and prompt response,"Rang back and answered my query with politeness, efficiently and promptly",5,Date of experience: 10 December 2021,10 Dec 2021
