title,description,rating,travel_date,review_date
By far the best,"Paystream created, ran and eventually closed my Limited company. For more than ten years never once did I have cause for concern or worry.Their service is consistent, professional and friendly.I would never hesitate to recommend them.",5,Date of experience: 26 July 2021,26 Jul 2021
Professional and easy to use,"Was reluctant to move to an umbrella company as had previously been ltd. company contracting, however have found paystream to be super transparent, communicative and professional. Payment is timely, payslips are easy to understand, and they offer private pension options, although annoying for a fee. Would recommend",4,Date of experience: 26 July 2021,26 Jul 2021
very professional,Date of experience: 20 July 2021,5,Date of experience: 20 July 2021,20 Jul 2021
Excellent Umbrella Company Services by PayStream,"I consider PayStream are prompt, helpful, efficient in providing umbrella company professional accounting service. Pleased to recommend them to any person  requiring umbrella company servicesVeeran Boddulri",5,Date of experience: 19 July 2021,19 Jul 2021
Service was Great up to the point where…,"Service was Great up to the point where my request to have my Holiday Pay Accrued was not Understand at the commencement of the Contract term, and carried out, and therefore I had No holiday pay at the end of my Contract to cover my Pay change Period from Weekly to Monthly.",2,Date of experience: 19 July 2021,19 Jul 2021
Experience with PayStream,"Great company to work with , clear instructions on what was needed when and how. When i need this type of company again , i will use PayStream.",5,Date of experience: 17 July 2021,17 Jul 2021
Feedback is that Paystream have been…,Feedback is that Paystream have been attentive it would have been better if it has not taken over a month to get payment resolved.,4,Date of experience: 17 July 2021,17 Jul 2021
PayStream team = great service!,"PayStream team = great service! I've dealt with several members of their team across few departments. Every time I've received a very informative explanations, friendly & efficient communications, very positive service and ever so helpful advice. Mostly I dealt with Zak and Liam - absolute stars, considering the level of patience they had with me explaining all the things I didn't understand. Always polite and positive.Thank you so much to all PayStream team!",5,Date of experience: 15 July 2021,15 Jul 2021
Highly recommended,"Highly recommended, very professional and efficient.",5,Date of experience: 15 July 2021,15 Jul 2021
Absolute shambles,"Avoid at all costs. I’m spending hours a week due to this inadequate ‘employer’ much longer than running your own Limited company.First 2 payments were delayed by 2 weeks. No explanation, if I wasn’t chasing every few days I don’t think I’d have been paid.They tried to enrol me into a Nest pension 5 months after joining. Nest clearly states it’s “3 months after a job holders first day of employment”.Then I tried to set up salary sacrifice, it was as though they’d never done it before. Sent an incomplete form back, so it looks like this will go on for weeks.They only produce one payslip at a charge of £104 a month (includes extra charge for Salary sacrifice). All their illustrations are weekly, so it seems like you’re getting something for the cost, but it depends how the client pays, most will be monthly. Just wow.",1,Date of experience: 14 July 2021,Updated 14 Jul 2021
Can’t fault the service,Date of experience: 14 July 2021,5,Date of experience: 14 July 2021,14 Jul 2021
Everything with the service was good 👍…,"Everything with the service was good 👍 The payment always on time ,helpful at all the time ,without any problems !Thank you !",5,Date of experience: 14 July 2021,14 Jul 2021
I joined Paystream 18 months ago and…,"I joined Paystream 18 months ago and the whole set up is really well organised.They respond quickly to any queries I have, are suppportive when I need them and tick along quietly & efficiently doing business as usual.",5,Date of experience: 14 July 2021,14 Jul 2021
Very Efficient End to End,"All stages of the process were efficient end to end - can recommend highly - polite, courteous staff",5,Date of experience: 13 July 2021,13 Jul 2021
The payslip is clear and the payments…,The payslip is clear and the payments are consistently on time which is great.I massively object to having to pay employers NI though.,4,Date of experience: 13 July 2021,13 Jul 2021
First time contractor using an Umbrella company,I became a contractor for the first time and PayStream made the whole process easy from start to finish. Professional and very quick at responding. Would wholly recommend and will return to their services if I become a contractor again.,5,Date of experience: 13 July 2021,13 Jul 2021
